state,district,year,chloride,sdp,gini
Gujarat,Jamnagar,2013,578.05261,641489.0,0.18
Gujarat,Jamnagar,2005,485.53845,311996.4362722108,0.18
Gujarat,Jamnagar,2002,465.92593,220397.15650232672,0.18
Gujarat,Jamnagar,2001,496.38461,202722.52060396783,0.18
Gujarat,Jamnagar,2000,474.4375,187486.06471907915,0.18
Gujarat,Patan,2005,930.20001,311996.4362722108,0.33
Gujarat,Patan,2002,2797.7144,220397.15650232672,0.33
Gujarat,Patan,2001,750.0,202722.52060396783,0.33
Gujarat,Patan,2000,976.75,187486.06471907915,0.33
Gujarat,Jamnagar,2004,156.0,272449.2629108957,0.18
Gujarat,Ahmadabad,2016,587.40002,843930.0,0.33
Gujarat,Jamnagar,2014,585.70001,705629.0,0.18
Gujarat,Jamnagar,2016,573.02502,843930.0,0.18
Gujarat,Ahmadabad,2018,465.375,1034399.0,0.33
Gujarat,Patan,2018,775.14288,1034399.0,0.33
Gujarat,Patan,2017,1459.125,946511.0,0.33
Gujarat,Patan,2016,1026.7,843930.0,0.33
Gujarat,Vadodara,2016,279.20691,843930.0,0.33
Gujarat,Patan,2014,1328.375,705629.0,0.33
Gujarat,Patan,2013,2020.75,641489.0,0.33
Gujarat,Jamnagar,2015,525.89191,774775.0,0.18
Gujarat,Patan,2012,974.44446,596659.0,0.33
Gujarat,Patan,2010,1632.5,499605.5063968227,0.33
Gujarat,Patan,2009,2685.5,450323.76586738543,0.33
Gujarat,Patan,2008,888.25,394570.23835956375,0.33
Gujarat,Patan,2007,1145.75,378395.5156254638,0.33
Gujarat,Patan,2006,3528.25,338383.36050177214,0.33
Gujarat,Jamnagar,2018,722.19354,1034399.0,0.18
Gujarat,Jamnagar,2017,553.08331,946511.0,0.18
Gujarat,Patan,2011,876.77777,532809.0,0.33
Gujarat,Navsari,2000,184.72728,187486.06471907915,0.3
Gujarat,Bhavnagar,2007,460.30768,378395.5156254638,0.24
Gujarat,Bhavnagar,2009,474.39999,450323.76586738543,0.24
Gujarat,Narmada,2004,59.81818,272449.2629108957,0.19
Gujarat,Narmada,2002,39.599998,220397.15650232672,0.19
Gujarat,Narmada,2001,112.0,202722.52060396783,0.19
Gujarat,Narmada,2000,72.0,187486.06471907915,0.19
Gujarat,Porbandar,2009,1246.3077,450323.76586738543,0.21
Gujarat,Porbandar,2008,1334.9286,394570.23835956375,0.21
Gujarat,Porbandar,2007,1272.5714,378395.5156254638,0.21
Gujarat,Narmada,2005,53.666668,311996.4362722108,0.19
Gujarat,Porbandar,2006,1165.6,338383.36050177214,0.21
Gujarat,Kachchh,2017,671.22223,946511.0,0.35
Gujarat,Kachchh,2016,710.55261,843930.0,0.35
Gujarat,Kachchh,2015,997.6875,774775.0,0.35
Gujarat,Kachchh,2014,1062.3611,705629.0,0.35
Gujarat,Kachchh,2013,783.88892,641489.0,0.35
Gujarat,Kachchh,2012,762.625,596659.0,0.35
Gujarat,Kachchh,2011,587.5,532809.0,0.35
Gujarat,Kachchh,2018,701.66669,1034399.0,0.35
Gujarat,Kachchh,2010,673.29413,499605.5063968227,0.35
Gujarat,Porbandar,2010,1304.7693,499605.5063968227,0.21
Gujarat,Porbandar,2012,909.71429,596659.0,0.21
Gujarat,Narmada,2015,118.91666,774775.0,0.19
Gujarat,Narmada,2014,108.2,705629.0,0.19
Gujarat,Narmada,2013,160.8,641489.0,0.19
Gujarat,Narmada,2012,255.33333,596659.0,0.19
Gujarat,Narmada,2011,124.125,532809.0,0.19
Gujarat,Narmada,2010,114.5,499605.5063968227,0.19
Gujarat,Narmada,2009,104.11111,450323.76586738543,0.19
Gujarat,Porbandar,2011,992.13336,532809.0,0.21
Gujarat,Narmada,2008,111.88889,394570.23835956375,0.19
Gujarat,Narmada,2006,62.5,338383.36050177214,0.19
Gujarat,Narmada,2018,142.30769,1034399.0,0.19
Gujarat,Porbandar,2017,1148.4166,946511.0,0.21
Gujarat,Porbandar,2016,974.30768,843930.0,0.21
Gujarat,Porbandar,2015,684.53333,774775.0,0.21
Gujarat,Porbandar,2014,777.48151,705629.0,0.21
Gujarat,Porbandar,2013,969.25,641489.0,0.21
Gujarat,Narmada,2007,74.900002,378395.5156254638,0.19
Gujarat,Bhavnagar,2008,476.2963,394570.23835956375,0.24
Gujarat,Kachchh,2009,498.25,450323.76586738543,0.35
Gujarat,Kachchh,2007,484.51724,378395.5156254638,0.35
Gujarat,Junagadh,2008,1035.421,394570.23835956375,0.23
Gujarat,Junagadh,2007,867.33331,378395.5156254638,0.23
Gujarat,Junagadh,2006,1277.3125,338383.36050177214,0.23
Gujarat,Junagadh,2005,1406.0,311996.4362722108,0.23
Gujarat,Junagadh,2002,1087.4688,220397.15650232672,0.23
Gujarat,Junagadh,2001,1499.7576,202722.52060396783,0.23
Gujarat,Junagadh,2000,1315.9524,187486.06471907915,0.23
Gujarat,Junagadh,2009,860.43591,450323.76586738543,0.23
Gujarat,Bhavnagar,2018,610.45453,1034399.0,0.24
Gujarat,Bhavnagar,2016,341.88461,843930.0,0.24
Gujarat,Bhavnagar,2015,368.32257,774775.0,0.24
Gujarat,Bhavnagar,2014,414.35294,705629.0,0.24
Gujarat,Bhavnagar,2013,441.74075,641489.0,0.24
Gujarat,Bhavnagar,2012,438.85001,596659.0,0.24
Gujarat,Bhavnagar,2011,513.79999,532809.0,0.24
Gujarat,Bhavnagar,2010,464.23077,499605.5063968227,0.24
Gujarat,Bhavnagar,2017,426.62964,946511.0,0.24
Gujarat,Kachchh,2008,674.44446,394570.23835956375,0.35
Gujarat,Junagadh,2010,976.11768,499605.5063968227,0.23
Gujarat,Junagadh,2012,843.52942,596659.0,0.23
Gujarat,Kachchh,2006,944.30768,338383.36050177214,0.35
Gujarat,Kachchh,2005,1363.6666,311996.4362722108,0.35
Gujarat,Kachchh,2004,651.40002,272449.2629108957,0.35
Gujarat,Kachchh,2002,654.51349,220397.15650232672,0.35
Gujarat,Kachchh,2001,838.34485,202722.52060396783,0.35
Gujarat,Kachchh,2000,698.68292,187486.06471907915,0.35
Gujarat,Porbandar,2005,1461.0,311996.4362722108,0.21
Gujarat,Junagadh,2011,729.31427,532809.0,0.23
Gujarat,Porbandar,2002,1584.125,220397.15650232672,0.21
Gujarat,Porbandar,2000,1217.8334,187486.06471907915,0.21
Gujarat,Junagadh,2018,500.82053,1034399.0,0.23
Gujarat,Junagadh,2017,542.1778,946511.0,0.23
Gujarat,Junagadh,2016,882.52271,843930.0,0.23
Gujarat,Junagadh,2015,800.67346,774775.0,0.23
Gujarat,Junagadh,2014,855.38098,705629.0,0.23
Gujarat,Junagadh,2013,934.09375,641489.0,0.23
Gujarat,Porbandar,2001,1112.1428,202722.52060396783,0.21
Gujarat,Navsari,2001,175.88889,202722.52060396783,0.3
Gujarat,Patan,2015,1784.375,774775.0,0.33
Gujarat,Navsari,2004,136.5,272449.2629108957,0.3
Gujarat,Rajkot,2002,442.28571,220397.15650232672,0.29
Gujarat,Rajkot,2000,355.95834,187486.06471907915,0.29
Gujarat,Vadodara,2007,288.03705,378395.5156254638,0.33
Gujarat,Vadodara,2006,298.0,338383.36050177214,0.33
Gujarat,Vadodara,2005,245.03448,311996.4362722108,0.33
Gujarat,Vadodara,2004,321.27585,272449.2629108957,0.33
Gujarat,Vadodara,2002,179.6875,220397.15650232672,0.33
Gujarat,Amreli,2000,579.13043,187486.06471907915,0.19
Gujarat,Amreli,2001,765.75,202722.52060396783,0.19
Gujarat,Vadodara,2001,309.11765,202722.52060396783,0.33
Gujarat,Vadodara,2000,225.34483,187486.06471907915,0.33
Gujarat,Navsari,2007,443.5,378395.5156254638,0.3
Gujarat,Navsari,2006,203.57143,338383.36050177214,0.3
Gujarat,Amreli,2002,1171.1818,220397.15650232672,0.19
Gujarat,Rajkot,2009,320.06897,450323.76586738543,0.29
Gujarat,Rajkot,2010,560.03027,499605.5063968227,0.29
Gujarat,Rajkot,2011,437.56818,532809.0,0.29
Gujarat,Rajkot,2012,324.6579,596659.0,0.29
Gujarat,Rajkot,2013,479.29999,641489.0,0.29
Gujarat,Rajkot,2014,617.02222,705629.0,0.29
Gujarat,Amreli,2004,439.1875,272449.2629108957,0.19
Gujarat,Kheda,2018,707.59998,1034399.0,0.22
Gujarat,Kheda,2017,570.21429,946511.0,0.22
Gujarat,Kheda,2016,551.83331,843930.0,0.22
Gujarat,Kheda,2014,425.45456,705629.0,0.22
Gujarat,Navsari,2002,156.55556,220397.15650232672,0.3
Gujarat,Rajkot,2004,583.71875,272449.2629108957,0.29
Gujarat,Rajkot,2005,430.66666,311996.4362722108,0.29
Gujarat,Rajkot,2006,270.08334,338383.36050177214,0.29
Gujarat,Rajkot,2007,389.33334,378395.5156254638,0.29
Gujarat,Rajkot,2008,497.85715,394570.23835956375,0.29
Gujarat,Vadodara,2008,372.20001,394570.23835956375,0.33
Gujarat,Vadodara,2009,228.17647,450323.76586738543,0.33
Gujarat,Vadodara,2010,356.03705,499605.5063968227,0.33
Gujarat,Kheda,2000,370.375,187486.06471907915,0.22
Gujarat,Amreli,2005,820.46429,311996.4362722108,0.19
Gujarat,Kheda,2001,505.875,202722.52060396783,0.22
Gujarat,Kheda,2004,387.125,272449.2629108957,0.22
Gujarat,Kheda,2005,162.14285,311996.4362722108,0.22
Gujarat,Kheda,2006,184.44444,338383.36050177214,0.22
Gujarat,Kheda,2007,237.28572,378395.5156254638,0.22
Gujarat,Kheda,2008,153.77777,394570.23835956375,0.22
Gujarat,Kheda,2009,331.29999,450323.76586738543,0.22
Gujarat,Kheda,2010,399.20001,499605.5063968227,0.22
Gujarat,Kheda,2011,372.20001,532809.0,0.22
Gujarat,Kheda,2012,459.57144,596659.0,0.22
Gujarat,Kheda,2013,442.27274,641489.0,0.22
Gujarat,Kheda,2002,528.875,220397.15650232672,0.22
Gujarat,Amreli,2006,467.66666,338383.36050177214,0.19
Gujarat,Kheda,2015,443.85715,774775.0,0.22
Gujarat,Amreli,2008,479.2973,394570.23835956375,0.19
Gujarat,Sabar Kantha,2018,337.02704,1034399.0,0.22
Gujarat,Sabar Kantha,2017,255.11429,946511.0,0.22
Gujarat,Porbandar,2018,977.54547,1034399.0,0.21
Gujarat,Amreli,2010,455.82758,499605.5063968227,0.19
Gujarat,Vadodara,2012,295.47827,596659.0,0.33
Gujarat,Vadodara,2011,201.2381,532809.0,0.33
Gujarat,Sabar Kantha,2012,275.85184,596659.0,0.22
Gujarat,Sabar Kantha,2013,290.66666,641489.0,0.22
Gujarat,Sabar Kantha,2014,247.55173,705629.0,0.22
Gujarat,Sabar Kantha,2015,267.84375,774775.0,0.22
Gujarat,Vadodara,2013,324.5,641489.0,0.33
Gujarat,Navsari,2005,181.8,311996.4362722108,0.3
Gujarat,Vadodara,2014,255.23334,705629.0,0.33
Gujarat,Amreli,2007,526.45715,378395.5156254638,0.19
Gujarat,Sabar Kantha,2016,287.79999,843930.0,0.22
Gujarat,Amreli,2009,327.30768,450323.76586738543,0.19
Haryana,Nuh,2000,801.63635,108122.61080440917,0.26
Haryana,Yamunanagar,2006,59.222221,179088.29885884066,0.26
Haryana,Yamunanagar,2007,30.492857,193107.4745746674,0.26
Haryana,Yamunanagar,2008,61.084614,207975.053310876,0.26
Haryana,Yamunanagar,2009,52.53846,233960.81678999265,0.26
Haryana,Yamunanagar,2010,73.0,249822.19019322115,0.26
Haryana,Panipat,2006,161.7,179088.29885884066,0.28
Haryana,Panipat,2007,133.86667,193107.4745746674,0.28
Haryana,Panipat,2008,96.083336,207975.053310876,0.28
Haryana,Panipat,2009,147.33333,233960.81678999265,0.28
Haryana,Panipat,2010,263.15384,249822.19019322115,0.28
Haryana,Panipat,2012,189.23529,289756.0,0.28
Haryana,Panipat,2013,110.316,314931.0,0.28
Haryana,Panipat,2014,74.721428,333359.0,0.28
Haryana,Sirsa,2018,267.32257,470328.0,0.31
Haryana,Nuh,2006,730.08331,179088.29885884066,0.26
Haryana,Panipat,2005,481.0,160804.87167161863,0.28
Haryana,Panipat,2016,132.35294,412055.0,0.28
Haryana,Panipat,2017,144.35294,434407.0,0.28
Haryana,Nuh,2005,532.79999,160804.87167161863,0.26
Haryana,Nuh,2004,636.9231,147481.865369694,0.26
Haryana,Nuh,2002,895.9231,123614.04770181129,0.26
Haryana,Panipat,2011,173.81889,271152.0,0.28
Haryana,Panipat,2015,75.800003,372700.0,0.28
Haryana,Gurgaon,2018,538.79498,470328.0,0.42
Haryana,Panipat,2001,215.5,116473.59577669724,0.28
Haryana,Jind,2009,242.21053,233960.81678999265,0.28
Haryana,Jind,2008,213.125,207975.053310876,0.28
Haryana,Jind,2007,271.94736,193107.4745746674,0.28
Haryana,Jind,2006,190.88235,179088.29885884066,0.28
Haryana,Jind,2005,317.14999,160804.87167161863,0.28
Haryana,Jind,2004,242.27777,147481.865369694,0.28
Haryana,Jind,2010,244.125,249822.19019322115,0.28
Haryana,Jind,2002,302.19049,123614.04770181129,0.28
Haryana,Jind,2000,248.5,108122.61080440917,0.28
Haryana,Gurgaon,2008,467.55554,207975.053310876,0.42
Haryana,Gurgaon,2007,595.20001,193107.4745746674,0.42
Haryana,Gurgaon,2006,310.33334,179088.29885884066,0.42
Haryana,Gurgaon,2005,222.0,160804.87167161863,0.42
Haryana,Gurgaon,2004,308.25,147481.865369694,0.42
Haryana,Jind,2001,13.0,116473.59577669724,0.28
Haryana,Jind,2011,168.27272,271152.0,0.28
Haryana,Gurgaon,2009,1131.25,233960.81678999265,0.42
Haryana,Gurgaon,2010,162.625,249822.19019322115,0.42
Haryana,Sirsa,2017,638.72729,434407.0,0.31
Haryana,Gurgaon,2017,471.20001,434407.0,0.42
Haryana,Gurgaon,2016,545.58539,412055.0,0.42
Haryana,Gurgaon,2015,236.0,372700.0,0.42
Haryana,Gurgaon,2014,403.39999,333359.0,0.42
Haryana,Jind,2018,229.99474,470328.0,0.28
Haryana,Jind,2017,259.93332,434407.0,0.28
Haryana,Jind,2016,237.94444,412055.0,0.28
Haryana,Jind,2015,215.16667,372700.0,0.28
Haryana,Jind,2014,239.07692,333359.0,0.28
Haryana,Jind,2013,277.16666,314931.0,0.28
Haryana,Jind,2012,271.35294,289756.0,0.28
Haryana,Gurgaon,2013,649.09998,314931.0,0.42
Haryana,Gurgaon,2012,565.58331,289756.0,0.42
Haryana,Gurgaon,2011,414.375,271152.0,0.42
Haryana,Panipat,2002,271.375,123614.04770181129,0.28
Haryana,Sirsa,2016,490.37839,412055.0,0.31
Haryana,Nuh,2017,672.88892,434407.0,0.26
Haryana,Nuh,2018,539.76923,470328.0,0.26
Haryana,Hisar,2014,347.49524,333359.0,0.3
Haryana,Hisar,2013,216.51852,314931.0,0.3
Haryana,Hisar,2012,397.51724,289756.0,0.3
Haryana,Hisar,2011,233.496,271152.0,0.3
Haryana,Kaithal,2000,389.875,108122.61080440917,0.28
Haryana,Hisar,2010,258.15384,249822.19019322115,0.3
Haryana,Mahendragarh,2005,171.0,160804.87167161863,0.25
Haryana,Kaithal,2001,210.0,116473.59577669724,0.28
Haryana,Kaithal,2004,284.33334,147481.865369694,0.28
Haryana,Kaithal,2005,361.61539,160804.87167161863,0.28
Haryana,Kaithal,2006,312.92856,179088.29885884066,0.28
Haryana,Hisar,2009,194.15909,233960.81678999265,0.3
Haryana,Hisar,2008,292.5,207975.053310876,0.3
Haryana,Hisar,2007,242.96153,193107.4745746674,0.3
Haryana,Kaithal,2002,213.64285,123614.04770181129,0.28
Haryana,Hisar,2006,247.40909,179088.29885884066,0.3
Haryana,Mahendragarh,2004,138.14285,147481.865369694,0.25
Haryana,Hisar,2016,428.91666,412055.0,0.3
Haryana,Nuh,2011,809.27271,271152.0,0.26
Haryana,Nuh,2010,303.0,249822.19019322115,0.26
Haryana,Nuh,2009,970.22223,233960.81678999265,0.26
Haryana,Panipat,2018,120.68421,470328.0,0.28
Haryana,Nuh,2008,874.90002,207975.053310876,0.26
Haryana,Nuh,2007,542.66669,193107.4745746674,0.26
Haryana,Hisar,2015,286.58334,372700.0,0.3
Haryana,Mahendragarh,2000,1230.1111,108122.61080440917,0.25
Haryana,Mahendragarh,2002,451.88889,123614.04770181129,0.25
Haryana,Sirsa,2000,389.97223,108122.61080440917,0.31
Haryana,Sirsa,2004,251.90909,147481.865369694,0.31
Haryana,Sirsa,2005,219.13333,160804.87167161863,0.31
Haryana,Hisar,2018,453.35898,470328.0,0.3
Haryana,Hisar,2017,341.44446,434407.0,0.3
Haryana,Mahendragarh,2001,157.0,116473.59577669724,0.25
Haryana,Kaithal,2007,238.60001,193107.4745746674,0.28
Haryana,Kaithal,2008,301.33334,207975.053310876,0.28
Haryana,Hisar,2005,269.60715,160804.87167161863,0.3
Haryana,Sirsa,2009,250.11935,233960.81678999265,0.31
Haryana,Sirsa,2010,287.13333,249822.19019322115,0.31
Haryana,Sirsa,2011,90.209999,271152.0,0.31
Haryana,Yamunanagar,2018,47.157894,470328.0,0.26
Haryana,Yamunanagar,2017,30.968824,434407.0,0.26
Haryana,Nuh,2014,376.66666,333359.0,0.26
Haryana,Sirsa,2008,229.26923,207975.053310876,0.31
Haryana,Yamunanagar,2016,49.189999,412055.0,0.26
Haryana,Yamunanagar,2013,75.764282,314931.0,0.26
Haryana,Yamunanagar,2012,55.023075,289756.0,0.26
Haryana,Yamunanagar,2011,56.833332,271152.0,0.26
Haryana,Sirsa,2012,550.29999,289756.0,0.31
Haryana,Sirsa,2013,509.88947,314931.0,0.31
Haryana,Nuh,2016,896.24561,412055.0,0.26
Haryana,Yamunanagar,2014,76.346664,333359.0,0.26
Haryana,Sirsa,2007,187.88889,193107.4745746674,0.31
Haryana,Sirsa,2006,244.60606,179088.29885884066,0.31
Haryana,Mahendragarh,2006,664.66669,179088.29885884066,0.25
Haryana,Hisar,2004,322.0625,147481.865369694,0.3
Haryana,Nuh,2012,578.09998,289756.0,0.26
Haryana,Nuh,2013,503.0,314931.0,0.26
Haryana,Hisar,2001,101.5,116473.59577669724,0.3
Haryana,Hisar,2000,240.08824,108122.61080440917,0.3
Haryana,Kaithal,2009,222.30769,233960.81678999265,0.28
Haryana,Kaithal,2010,295.98999,249822.19019322115,0.28
Haryana,Kaithal,2011,272.25,271152.0,0.28
Haryana,Gurgaon,2002,303.0,123614.04770181129,0.42
Haryana,Kaithal,2012,240.63158,289756.0,0.28
Haryana,Kaithal,2013,231.5238,314931.0,0.28
Haryana,Kaithal,2014,353.03683,333359.0,0.28
Haryana,Kaithal,2015,267.38889,372700.0,0.28
Haryana,Kaithal,2016,266.85715,412055.0,0.28
Haryana,Kaithal,2017,324.18182,434407.0,0.28
Haryana,Sirsa,2014,373.56,333359.0,0.31
Haryana,Gurgaon,2000,274.0,108122.61080440917,0.42
Haryana,Yamunanagar,2000,26.1,108122.61080440917,0.26
Haryana,Panchkula,2018,34.535,470328.0,0.44
Haryana,Sonipat,2012,532.08905,289756.0,0.24
Haryana,Sonipat,2011,380.26923,271152.0,0.24
Haryana,Sonipat,2010,485.42856,249822.19019322115,0.24
Haryana,Sonipat,2009,335.0,233960.81678999265,0.24
Haryana,Sonipat,2008,336.57144,207975.053310876,0.24
Haryana,Sonipat,2007,389.57895,193107.4745746674,0.24
Haryana,Sonipat,2006,386.85715,179088.29885884066,0.24
Haryana,Sonipat,2005,600.25,160804.87167161863,0.24
Haryana,Sonipat,2004,809.0,147481.865369694,0.24
Haryana,Sonipat,2003,22.0,135774.40240296876,0.24
Haryana,Sonipat,2002,530.12,123614.04770181129,0.24
Haryana,Sonipat,2001,543.66669,116473.59577669724,0.24
Haryana,Rohtak,2011,532.3125,271152.0,0.28
Haryana,Rohtak,2012,504.84616,289756.0,0.28
Haryana,Rohtak,2013,407.07693,314931.0,0.28
Haryana,Rohtak,2014,358.0,333359.0,0.28
Haryana,Rohtak,2015,381.76923,372700.0,0.28
Haryana,Ambala,2014,230.84616,333359.0,0.37
Haryana,Sonipat,2013,288.91904,314931.0,0.24
Haryana,Sonipat,2014,261.72693,333359.0,0.24
Haryana,Sonipat,2015,325.10001,372700.0,0.24
Haryana,Panchkula,2012,19.85,289756.0,0.44
Haryana,Panchkula,2011,19.833334,271152.0,0.44
Haryana,Panchkula,2010,26.0,249822.19019322115,0.44
Haryana,Panchkula,2009,36.666668,233960.81678999265,0.44
Haryana,Panchkula,2008,31.0,207975.053310876,0.44
Haryana,Panchkula,2007,317.0,193107.4745746674,0.44
Haryana,Panchkula,2006,33.0,179088.29885884066,0.44
Haryana,Panchkula,2005,32.333332,160804.87167161863,0.44
Haryana,Panchkula,2004,26.816666,147481.865369694,0.44
Haryana,Panchkula,2003,35.0,135774.40240296876,0.44
Haryana,Panchkula,2001,7.0999999,116473.59577669724,0.44
Haryana,Panchkula,2000,24.5,108122.61080440917,0.44
Haryana,Ambala,2018,113.93737,470328.0,0.37
Haryana,Ambala,2017,183.86667,434407.0,0.37
Haryana,Ambala,2016,127.28333,412055.0,0.37
Haryana,Ambala,2015,165.0,372700.0,0.37
Haryana,Sonipat,2018,369.81082,470328.0,0.24
Haryana,Sonipat,2017,247.36111,434407.0,0.24
Haryana,Sonipat,2016,251.94205,412055.0,0.24
Haryana,Panchkula,2002,59.75,123614.04770181129,0.44
Haryana,Ambala,2000,129.30588,108122.61080440917,0.37
Haryana,Ambala,2001,98.0,116473.59577669724,0.37
Haryana,Ambala,2002,128.52632,123614.04770181129,0.37
Haryana,Ambala,2005,218.58333,160804.87167161863,0.37
Haryana,Ambala,2006,170.63637,179088.29885884066,0.37
Haryana,Ambala,2007,191.53999,193107.4745746674,0.37
Haryana,Ambala,2008,196.7,207975.053310876,0.37
Haryana,Ambala,2009,166.0625,233960.81678999265,0.37
Haryana,Ambala,2010,256.78571,249822.19019322115,0.37
Haryana,Ambala,2011,159.42857,271152.0,0.37
Haryana,Ambala,2012,118.93571,289756.0,0.37
Haryana,Ambala,2013,104.23572,314931.0,0.37
Haryana,Ambala,2004,253.8,147481.865369694,0.37
Haryana,Panchkula,2013,19.6,314931.0,0.44
Haryana,Kurukshetra,2000,55.014286,108122.61080440917,0.3
Haryana,Kurukshetra,2002,68.692307,123614.04770181129,0.3
Haryana,Sonipat,2000,389.0,108122.61080440917,0.24
Haryana,Rohtak,2016,403.08334,412055.0,0.28
Haryana,Rohtak,2017,274.90909,434407.0,0.28
Haryana,Rohtak,2018,455.54544,470328.0,0.28
Haryana,Kurukshetra,2018,41.714287,470328.0,0.3
Haryana,Kurukshetra,2017,23.15,434407.0,0.3
Haryana,Kurukshetra,2001,65.333336,116473.59577669724,0.3
Haryana,Kurukshetra,2016,23.585186,412055.0,0.3
Haryana,Kurukshetra,2014,63.087502,333359.0,0.3
Haryana,Kurukshetra,2013,32.756248,314931.0,0.3
Haryana,Kurukshetra,2012,21.228571,289756.0,0.3
Haryana,Kurukshetra,2011,37.599998,271152.0,0.3
Haryana,Kurukshetra,2010,24.455555,249822.19019322115,0.3
Haryana,Kurukshetra,2009,43.0,233960.81678999265,0.3
Haryana,Kurukshetra,2008,130.33333,207975.053310876,0.3
Haryana,Kurukshetra,2007,61.0,193107.4745746674,0.3
Haryana,Kurukshetra,2005,44.0,160804.87167161863,0.3
Haryana,Kurukshetra,2015,31.0,372700.0,0.3
Haryana,Rohtak,2010,343.78571,249822.19019322115,0.28
Haryana,Rohtak,2009,306.83334,233960.81678999265,0.28
Haryana,Rohtak,2008,476.4375,207975.053310876,0.28
Haryana,Faridabad,2016,602.5235,412055.0,0.42
Haryana,Faridabad,2017,583.0,434407.0,0.42
Haryana,Faridabad,2018,1077.0,470328.0,0.42
Haryana,Rewari,2000,410.0,108122.61080440917,0.32
Haryana,Rewari,2001,74.0,116473.59577669724,0.32
Haryana,Rewari,2002,1940.0909,123614.04770181129,0.32
Haryana,Rewari,2004,358.63635,147481.865369694,0.32
Haryana,Rewari,2005,322.0,160804.87167161863,0.32
Haryana,Rewari,2006,221.55556,179088.29885884066,0.32
Haryana,Faridabad,2014,470.66666,333359.0,0.42
Haryana,Fatehabad,2000,270.70001,108122.61080440917,0.3
Haryana,Fatehabad,2005,686.0,160804.87167161863,0.3
Haryana,Fatehabad,2006,298.66666,179088.29885884066,0.3
Haryana,Fatehabad,2007,480.14285,193107.4745746674,0.3
Haryana,Fatehabad,2008,669.5,207975.053310876,0.3
Haryana,Fatehabad,2009,325.16666,233960.81678999265,0.3
Haryana,Fatehabad,2010,440.33334,249822.19019322115,0.3
Haryana,Fatehabad,2011,230.28572,271152.0,0.3
Haryana,Fatehabad,2012,251.42,289756.0,0.3
Haryana,Jhajjar,2017,665.26666,434407.0,0.25
Haryana,Fatehabad,2004,445.0,147481.865369694,0.3
Haryana,Jhajjar,2016,544.875,412055.0,0.25
Haryana,Faridabad,2013,588.59998,314931.0,0.42
Haryana,Faridabad,2011,327.85715,271152.0,0.42
Haryana,Yamunanagar,2005,69.222221,160804.87167161863,0.26
Haryana,Yamunanagar,2004,60.788887,147481.865369694,0.26
Haryana,Yamunanagar,2002,49.942104,123614.04770181129,0.26
Haryana,Yamunanagar,2001,22.0,116473.59577669724,0.26
Haryana,Karnal,2000,92.778259,108122.61080440917,0.34
Haryana,Karnal,2001,145.5,116473.59577669724,0.34
Haryana,Karnal,2002,220.5,123614.04770181129,0.34
Haryana,Karnal,2004,216.72728,147481.865369694,0.34
Haryana,Karnal,2005,219.89999,160804.87167161863,0.34
Haryana,Faridabad,2012,347.33334,289756.0,0.42
Haryana,Karnal,2006,105.0,179088.29885884066,0.34
Haryana,Karnal,2008,134.92308,207975.053310876,0.34
Haryana,Faridabad,2000,187.0,108122.61080440917,0.42
Haryana,Karnal,2009,241.45,233960.81678999265,0.34
Haryana,Karnal,2010,103.82273,249822.19019322115,0.34
Haryana,Jhajjar,2018,677.0,470328.0,0.25
Haryana,Faridabad,2004,134.0,147481.865369694,0.42
Haryana,Faridabad,2008,575.40002,207975.053310876,0.42
Haryana,Faridabad,2009,475.79999,233960.81678999265,0.42
Haryana,Faridabad,2010,362.5,249822.19019322115,0.42
Haryana,Karnal,2007,62.772728,193107.4745746674,0.34
Haryana,Panipat,2000,146.46364,108122.61080440917,0.28
Haryana,Jhajjar,2015,481.64706,372700.0,0.25
Haryana,Jhajjar,2013,479.57144,314931.0,0.25
Haryana,Jhajjar,2000,319.21579,108122.61080440917,0.25
Haryana,Karnal,2011,71.875,271152.0,0.34
Haryana,Karnal,2012,90.758331,289756.0,0.34
Haryana,Karnal,2013,55.054165,314931.0,0.34
Haryana,Karnal,2014,40.367741,333359.0,0.34
Haryana,Karnal,2016,51.108509,412055.0,0.34
Haryana,Karnal,2017,55.0,434407.0,0.34
Haryana,Karnal,2018,112.95,470328.0,0.34
Haryana,Panchkula,2017,52.764706,434407.0,0.44
Haryana,Jhajjar,2002,80.0,123614.04770181129,0.25
Haryana,Panchkula,2016,46.42857,412055.0,0.44
Haryana,Panchkula,2014,49.0,333359.0,0.44
Haryana,Rewari,2016,628.49591,412055.0,0.32
Haryana,Rewari,2017,254.5,434407.0,0.32
Haryana,Rewari,2018,587.16669,470328.0,0.32
Haryana,Rohtak,2000,568.00623,108122.61080440917,0.28
Haryana,Rohtak,2002,653.0,123614.04770181129,0.28
Haryana,Rohtak,2004,489.75,147481.865369694,0.28
Haryana,Rohtak,2005,265.375,160804.87167161863,0.28
Haryana,Rohtak,2007,368.57144,193107.4745746674,0.28
Haryana,Panchkula,2015,44.461109,372700.0,0.44
Haryana,Jhajjar,2014,760.875,333359.0,0.25
Haryana,Rewari,2014,343.29999,333359.0,0.32
Haryana,Rewari,2012,1318.1428,289756.0,0.32
Haryana,Jhajjar,2012,618.02802,289756.0,0.25
Haryana,Jhajjar,2011,844.64288,271152.0,0.25
Haryana,Jhajjar,2010,253.17647,249822.19019322115,0.25
Haryana,Jhajjar,2009,874.125,233960.81678999265,0.25
