state,district,year,chloride,sdp
Maharashtra,Parbhani,2006,134.84616,355420.8289214454
Maharashtra,Parbhani,2007,127.36182,396788.2581893558
Maharashtra,Wardha,2009,102.72222,441960.0043240555
Maharashtra,Wardha,2008,129.81334,403020.8781075771
Maharashtra,Wardha,2007,132.38976,396788.2581893558
Maharashtra,Wardha,2006,143.375,355420.8289214454
Maharashtra,Washim,2002,102.875,232994.0
Maharashtra,Osmanabad,2007,109.64389,396788.2581893558
Maharashtra,Washim,2004,96.066666,272860.0
Maharashtra,Washim,2006,114.69186,355420.8289214454
Maharashtra,Sindhudurg,2013,50.388889,577375.1797518855
Maharashtra,Parbhani,2005,136.89667,312392.0067671469
Maharashtra,Sindhudurg,2000,27.153334,210526.0
Maharashtra,Washim,2018,93.281845,787375.0511538823
Maharashtra,Washim,2017,112.37651,756622.5760971871
Maharashtra,Washim,2016,92.470589,727040.2920914103
Maharashtra,Mumbai,2016,74.333336,727040.2920914103
Maharashtra,Mumbai,2017,52.525131,756622.5760971871
Maharashtra,Mumbai,2018,40.944752,787375.0511538823
Maharashtra,Washim,2015,135.84616,661626.2023910284
Maharashtra,Washim,2014,78.345001,612808.8745167503
Maharashtra,Washim,2013,84.5,577375.1797518855
Maharashtra,Washim,2009,131.77777,441960.0043240555
Maharashtra,Washim,2008,102.47666,403020.8781075771
Maharashtra,Washim,2007,96.8125,396788.2581893558
Maharashtra,Washim,2005,109.5,312392.0067671469
Maharashtra,Osmanabad,2008,110.65455,403020.8781075771
Maharashtra,Yavatmal,2018,116.67052,787375.0511538823
Maharashtra,Jalgaon,2016,147.77777,727040.2920914103
Maharashtra,Akola,2015,129.92857,661626.2023910284
Maharashtra,Buldhana,2007,199.46153,396788.2581893558
Maharashtra,Buldhana,2006,170.63622,355420.8289214454
Maharashtra,Buldhana,2005,141.5625,312392.0067671469
Maharashtra,Buldhana,2004,146.18182,272860.0
Maharashtra,Buldhana,2002,168.14285,232994.0
Maharashtra,Buldhana,2001,97.400002,217963.0
Maharashtra,Akola,2016,104.42857,727040.2920914103
Maharashtra,Buldhana,2000,171.83333,210526.0
Maharashtra,Bhandara,2013,186.91304,577375.1797518855
Maharashtra,Bhandara,2014,180.37778,612808.8745167503
Maharashtra,Latur,2002,109.94118,232994.0
Maharashtra,Latur,2004,148.375,272860.0
Maharashtra,Latur,2005,143.0,312392.0067671469
Maharashtra,Latur,2006,141.33333,355420.8289214454
Maharashtra,Latur,2007,102.64286,396788.2581893558
Maharashtra,Bhandara,2012,165.29411,541918.7097622071
Maharashtra,Latur,2008,141.1125,403020.8781075771
Maharashtra,Akola,2017,120.88449,756622.5760971871
Maharashtra,Amravati,2013,122.88095,577375.1797518855
Maharashtra,Jalna,2005,186.79178,312392.0067671469
Maharashtra,Jalna,2004,195.06667,272860.0
Maharashtra,Jalna,2002,188.04762,232994.0
Maharashtra,Jalna,2001,186.06667,217963.0
Maharashtra,Jalna,2000,158.25,210526.0
Maharashtra,Jalgaon,2018,97.806549,787375.0511538823
Maharashtra,Jalgaon,2017,111.43488,756622.5760971871
Maharashtra,Akola,2018,158.04053,787375.0511538823
Maharashtra,Jalgaon,2015,145.60001,661626.2023910284
Maharashtra,Jalgaon,2013,173.21739,577375.1797518855
Maharashtra,Latur,2000,159.25,210526.0
Maharashtra,Latur,2001,101.5,217963.0
Maharashtra,Amravati,2007,153.88641,396788.2581893558
Maharashtra,Amravati,2008,169.71793,403020.8781075771
Maharashtra,Amravati,2009,183.95454,441960.0043240555
Maharashtra,Amravati,2012,96.666664,541918.7097622071
Maharashtra,Jalgaon,2014,192.58109,612808.8745167503
Maharashtra,Jalna,2006,242.85715,355420.8289214454
Maharashtra,Latur,2009,108.0,441960.0043240555
Maharashtra,Latur,2014,119.15334,612808.8745167503
Maharashtra,Bhandara,2015,171.44444,661626.2023910284
Maharashtra,Bhandara,2016,144.61111,727040.2920914103
Maharashtra,Bhandara,2017,116.07906,756622.5760971871
Maharashtra,Jalgaon,2005,156.83794,312392.0067671469
Maharashtra,Jalgaon,2004,178.3871,272860.0
Maharashtra,Jalgaon,2002,121.75,232994.0
Maharashtra,Amravati,2014,133.28709,612808.8745167503
Maharashtra,Akola,2000,403.59091,210526.0
Maharashtra,Amravati,2015,122.46,661626.2023910284
Maharashtra,Amravati,2017,143.4007,756622.5760971871
Maharashtra,Amravati,2018,71.875305,787375.0511538823
Maharashtra,Jalgaon,2001,126.46154,217963.0
Maharashtra,Jalgaon,2000,130.16667,210526.0
Maharashtra,Bhandara,2018,85.288078,787375.0511538823
Maharashtra,Hingoli,2000,98.111115,210526.0
Maharashtra,Hingoli,2001,135.53334,217963.0
Maharashtra,Amravati,2016,122.57143,727040.2920914103
Maharashtra,Latur,2013,190.0625,577375.1797518855
Maharashtra,Akola,2001,264.85715,217963.0
Maharashtra,Akola,2004,169.3158,272860.0
Maharashtra,Latur,2015,159.5,661626.2023910284
Maharashtra,Latur,2016,182.72728,727040.2920914103
Maharashtra,Latur,2017,120.65051,756622.5760971871
Maharashtra,Latur,2018,103.53369,787375.0511538823
Maharashtra,Akola,2014,196.1579,612808.8745167503
Maharashtra,Akola,2013,205.61539,577375.1797518855
Maharashtra,Akola,2009,162.61539,441960.0043240555
Maharashtra,Akola,2002,152.0,232994.0
Maharashtra,Akola,2008,238.95938,403020.8781075771
Maharashtra,Akola,2006,200.69231,355420.8289214454
Maharashtra,Akola,2005,318.36365,312392.0067671469
Maharashtra,Jalgaon,2012,202.08,541918.7097622071
Maharashtra,Jalgaon,2009,168.62962,441960.0043240555
Maharashtra,Jalgaon,2008,182.74655,403020.8781075771
Maharashtra,Jalgaon,2007,204.63661,396788.2581893558
Maharashtra,Jalgaon,2006,147.86208,355420.8289214454
Maharashtra,Akola,2007,371.01233,396788.2581893558
Maharashtra,Hingoli,2002,28.5,232994.0
Maharashtra,Jalna,2007,238.3325,396788.2581893558
Maharashtra,Jalna,2009,234.91667,441960.0043240555
Maharashtra,Dhule,2000,117.68182,210526.0
Maharashtra,Bhandara,2007,110.55,396788.2581893558
Maharashtra,Bhandara,2008,205.90434,403020.8781075771
Maharashtra,Bhandara,2009,141.3125,441960.0043240555
Maharashtra,Buldhana,2018,133.21143,787375.0511538823
Maharashtra,Buldhana,2017,136.18306,756622.5760971871
Maharashtra,Buldhana,2016,103.18919,727040.2920914103
Maharashtra,Dhule,2001,108.8125,217963.0
Maharashtra,Buldhana,2015,186.39999,661626.2023910284
Maharashtra,Buldhana,2013,216.44444,577375.1797518855
Maharashtra,Buldhana,2009,210.88,441960.0043240555
Maharashtra,Buldhana,2008,227.43478,403020.8781075771
Maharashtra,Amravati,2000,209.59822,210526.0
Maharashtra,Amravati,2001,184.95653,217963.0
Maharashtra,Amravati,2002,128.04878,232994.0
Maharashtra,Gondia,2000,91.25,210526.0
Maharashtra,Buldhana,2014,263.84827,612808.8745167503
Maharashtra,Gondia,2001,78.478264,217963.0
Maharashtra,Dhule,2002,127.8,232994.0
Maharashtra,Dhule,2005,200.41176,312392.0067671469
Maharashtra,Bhandara,2000,126.4,210526.0
Maharashtra,Bhandara,2001,152.2375,217963.0
Maharashtra,Bhandara,2002,149.2381,232994.0
Maharashtra,Bhandara,2004,172.63637,272860.0
Maharashtra,Bhandara,2005,182.79167,312392.0067671469
Maharashtra,Bhandara,2006,190.69565,355420.8289214454
Maharashtra,Dhule,2018,201.10489,787375.0511538823
Maharashtra,Dhule,2004,205.84763,272860.0
Maharashtra,Dhule,2017,162.86209,756622.5760971871
Maharashtra,Dhule,2014,216.10345,612808.8745167503
Maharashtra,Dhule,2013,231.26315,577375.1797518855
Maharashtra,Dhule,2012,235.94737,541918.7097622071
Maharashtra,Dhule,2009,138.44444,441960.0043240555
Maharashtra,Dhule,2008,191.89722,403020.8781075771
Maharashtra,Dhule,2007,181.6875,396788.2581893558
Maharashtra,Dhule,2006,146.3,355420.8289214454
Maharashtra,Dhule,2016,195.63637,727040.2920914103
Maharashtra,Jalna,2008,273.97354,403020.8781075771
Maharashtra,Amravati,2004,144.34042,272860.0
Maharashtra,Amravati,2006,153.69925,355420.8289214454
Maharashtra,Kolhapur,2009,57.204166,441960.0043240555
Maharashtra,Kolhapur,2008,70.842102,403020.8781075771
Maharashtra,Kolhapur,2007,70.851852,396788.2581893558
Maharashtra,Kolhapur,2006,82.720001,355420.8289214454
Maharashtra,Kolhapur,2005,85.111542,312392.0067671469
Maharashtra,Kolhapur,2004,90.454544,272860.0
Maharashtra,Kolhapur,2002,90.35714,232994.0
Maharashtra,Kolhapur,2013,77.800003,577375.1797518855
Maharashtra,Kolhapur,2001,82.535713,217963.0
Maharashtra,Jalna,2018,103.57781,787375.0511538823
Maharashtra,Jalna,2017,230.36606,756622.5760971871
Maharashtra,Jalna,2016,213.58333,727040.2920914103
Maharashtra,Jalna,2015,352.0,661626.2023910284
Maharashtra,Jalna,2014,271.38,612808.8745167503
Maharashtra,Jalna,2013,338.0,577375.1797518855
Maharashtra,Jalna,2012,356.0,541918.7097622071
Maharashtra,Kolhapur,2000,57.25,210526.0
Maharashtra,Amravati,2005,152.00922,312392.0067671469
Maharashtra,Kolhapur,2014,64.914284,612808.8745167503
Maharashtra,Gondia,2018,100.81097,787375.0511538823
Maharashtra,Kolhapur,2018,48.554684,787375.0511538823
Maharashtra,Kolhapur,2017,43.081615,756622.5760971871
Maharashtra,Gondia,2002,85.388885,232994.0
Maharashtra,Kolhapur,2016,71.14286,727040.2920914103
Maharashtra,Gondia,2004,78.318184,272860.0
Maharashtra,Gondia,2005,84.181816,312392.0067671469
Maharashtra,Gondia,2006,77.447823,355420.8289214454
Maharashtra,Kolhapur,2015,58.35294,661626.2023910284
Maharashtra,Gondia,2007,75.954544,396788.2581893558
Maharashtra,Gondia,2009,81.666664,441960.0043240555
Maharashtra,Gondia,2012,95.529411,541918.7097622071
Maharashtra,Gondia,2013,162.57143,577375.1797518855
Maharashtra,Gondia,2014,115.61111,612808.8745167503
Maharashtra,Gondia,2015,149.625,661626.2023910284
Maharashtra,Gondia,2016,128.37555,727040.2920914103
Maharashtra,Gondia,2017,83.546539,756622.5760971871
Maharashtra,Gondia,2008,81.804352,403020.8781075771
Maharashtra,Hingoli,2004,44.833332,272860.0
Maharashtra,Yavatmal,2017,84.136261,756622.5760971871
Maharashtra,Hingoli,2006,100.5544,355420.8289214454
Maharashtra,Ahmednagar,2013,248.16667,577375.1797518855
Maharashtra,Ahmednagar,2014,179.86667,612808.8745167503
Maharashtra,Ahmednagar,2015,140.47368,661626.2023910284
Maharashtra,Ahmednagar,2016,127.46667,727040.2920914103
Maharashtra,Chandrapur,2008,148.66856,403020.8781075771
Maharashtra,Beed,2018,105.74574,787375.0511538823
Maharashtra,Beed,2017,147.22147,756622.5760971871
Maharashtra,Beed,2016,222.28572,727040.2920914103
Maharashtra,Beed,2015,157.0,661626.2023910284
Maharashtra,Beed,2014,161.735,612808.8745167503
Maharashtra,Beed,2013,158.78572,577375.1797518855
Maharashtra,Beed,2012,166.88889,541918.7097622071
Maharashtra,Beed,2009,147.17647,441960.0043240555
Maharashtra,Beed,2008,145.52895,403020.8781075771
Maharashtra,Beed,2007,188.9005,396788.2581893558
Maharashtra,Chandrapur,2009,148.33333,441960.0043240555
Maharashtra,Aurangabad,2001,197.63637,217963.0
Maharashtra,Aurangabad,2002,174.66667,232994.0
Maharashtra,Ahmednagar,2017,134.20111,756622.5760971871
Maharashtra,Ahmednagar,2018,136.76103,787375.0511538823
Maharashtra,Aurangabad,2004,98.727272,272860.0
Maharashtra,Ahmednagar,2012,185.47826,541918.7097622071
Maharashtra,Aurangabad,2006,143.83333,355420.8289214454
Maharashtra,Chandrapur,2007,175.97368,396788.2581893558
Maharashtra,Gadchiroli,2000,107.35135,210526.0
Maharashtra,Ahmednagar,2008,233.78659,403020.8781075771
Maharashtra,Ahmednagar,2009,214.52499,441960.0043240555
Maharashtra,Ahmednagar,2005,228.27777,312392.0067671469
Maharashtra,Ahmednagar,2004,163.70589,272860.0
Maharashtra,Ahmednagar,2002,173.89999,232994.0
Maharashtra,Ahmednagar,2001,188.39999,217963.0
Maharashtra,Chandrapur,2000,135.9641,210526.0
Maharashtra,Chandrapur,2001,140.27954,217963.0
Maharashtra,Hingoli,2012,176.92857,541918.7097622071
Maharashtra,Hingoli,2013,133.42105,577375.1797518855
Maharashtra,Hingoli,2014,106.88,612808.8745167503
Maharashtra,Hingoli,2016,119.86667,727040.2920914103
Maharashtra,Hingoli,2017,95.041458,756622.5760971871
Maharashtra,Chandrapur,2002,157.40909,232994.0
Maharashtra,Chandrapur,2004,174.38095,272860.0
Maharashtra,Chandrapur,2005,186.51485,312392.0067671469
Maharashtra,Gadchiroli,2006,93.595039,355420.8289214454
Maharashtra,Gadchiroli,2005,91.770836,312392.0067671469
Maharashtra,Gadchiroli,2004,96.693878,272860.0
Maharashtra,Gadchiroli,2002,96.333336,232994.0
Maharashtra,Gadchiroli,2001,95.976746,217963.0
Maharashtra,Chandrapur,2006,213.40994,355420.8289214454
Maharashtra,Hingoli,2018,95.407143,787375.0511538823
Maharashtra,Aurangabad,2007,207.30769,396788.2581893558
Maharashtra,Aurangabad,2008,124.54546,403020.8781075771
Maharashtra,Beed,2000,119.95652,210526.0
Maharashtra,Aurangabad,2018,158.05246,787375.0511538823
Maharashtra,Ahmednagar,2000,171.44827,210526.0
Maharashtra,Aurangabad,2017,119.85642,756622.5760971871
Maharashtra,Beed,2001,140.18518,217963.0
Maharashtra,Beed,2002,139.69565,232994.0
Maharashtra,Beed,2003,35.0,250989.0
Maharashtra,Beed,2004,131.04546,272860.0
Maharashtra,Beed,2005,180.89539,312392.0067671469
Maharashtra,Beed,2006,145.81529,355420.8289214454
Maharashtra,Chandrapur,2015,171.96297,661626.2023910284
Maharashtra,Chandrapur,2014,129.25209,612808.8745167503
Maharashtra,Chandrapur,2013,164.86,577375.1797518855
Maharashtra,Chandrapur,2012,182.76923,541918.7097622071
Maharashtra,Gadchiroli,2018,99.217216,787375.0511538823
Maharashtra,Hingoli,2008,110.06,403020.8781075771
Maharashtra,Hingoli,2007,125.77778,396788.2581893558
Maharashtra,Ahmednagar,2007,218.72707,396788.2581893558
Maharashtra,Hingoli,2005,110.71525,312392.0067671469
Maharashtra,Ahmednagar,2006,186.42693,355420.8289214454
Maharashtra,Gadchiroli,2016,124.75,727040.2920914103
Maharashtra,Gadchiroli,2012,159.5,541918.7097622071
Maharashtra,Aurangabad,2015,139.83333,661626.2023910284
Maharashtra,Gadchiroli,2007,104.15385,396788.2581893558
Maharashtra,Chandrapur,2016,130.13208,727040.2920914103
Maharashtra,Hingoli,2009,238.0,441960.0043240555
Maharashtra,Gadchiroli,2013,140.13043,577375.1797518855
Maharashtra,Gadchiroli,2014,102.96923,612808.8745167503
Maharashtra,Gadchiroli,2015,139.77272,661626.2023910284
Maharashtra,Gadchiroli,2008,102.64516,403020.8781075771
Maharashtra,Gadchiroli,2017,87.341263,756622.5760971871
Maharashtra,Chandrapur,2018,89.359322,787375.0511538823
Maharashtra,Aurangabad,2014,204.0,612808.8745167503
Maharashtra,Chandrapur,2017,102.77105,756622.5760971871
Maharashtra,Aurangabad,2013,118.03529,577375.1797518855
Maharashtra,Aurangabad,2012,195.36295,541918.7097622071
Maharashtra,Gadchiroli,2009,97.916664,441960.0043240555
Meghalaya,Ri Bhoi,2014,27.299999,7469.10175999838
Meghalaya,Ri Bhoi,2015,44.0,7651.519323800944
Meghalaya,West Khasi Hills,2018,37.2225,8752.703610554185
Meghalaya,West Garo Hills,2018,31.630384,8752.703610554185
Meghalaya,West Garo Hills,2017,24.224167,8333.602388454012
Meghalaya,West Jaintia Hills,2014,23.9,7469.10175999838
Meghalaya,West Jaintia Hills,2015,37.400002,7651.519323800944
Meghalaya,West Jaintia Hills,2016,16.25,8054.340717552604
Meghalaya,West Jaintia Hills,2018,31.905001,8752.703610554185
Meghalaya,West Khasi Hills,2017,24.635,8333.602388454012
Meghalaya,West Garo Hills,2016,28.122288,8054.340717552604
Meghalaya,West Jaintia Hills,2017,12.135,8333.602388454012
Meghalaya,West Garo Hills,2014,37.299999,7469.10175999838
Meghalaya,Ri Bhoi,2017,18.374287,8333.602388454012
Meghalaya,Ri Bhoi,2016,26.25,8054.340717552604
Meghalaya,East Garo Hills,2014,43.866669,7469.10175999838
Meghalaya,East Garo Hills,2015,52.928574,7651.519323800944
Meghalaya,East Garo Hills,2016,30.905287,8054.340717552604
Meghalaya,East Garo Hills,2018,29.541668,8752.703610554185
Meghalaya,East Jaintia Hills,2017,7.0900002,8333.602388454012
Meghalaya,East Khasi Hills,2014,29.049999,7469.10175999838
Meghalaya,East Khasi Hills,2016,49.487911,8054.340717552604
Meghalaya,East Khasi Hills,2017,28.360001,8333.602388454012
Meghalaya,East Khasi Hills,2018,46.971252,8752.703610554185
Meghalaya,Ri Bhoi,2018,55.200714,8752.703610554185
Meghalaya,East Khasi Hills,2015,40.533333,7651.519323800944
Meghalaya,West Garo Hills,2015,30.85,7651.519323800944
Nagaland,Dimapur,2016,62.772377,8980.435065076028
Nagaland,Dimapur,2015,88.699997,8389.196457588816
Nagaland,Dimapur,2014,43.583332,8260.029464511654
Odisha,Khordha,2013,64.96154,88769.53029166746
Odisha,Bargarh,2009,96.120003,70508.8640475385
Odisha,Koraput,2009,38.384617,70508.8640475385
Odisha,Koraput,2012,46.381481,82364.33357477185
Odisha,Koraput,2013,54.977272,88769.53029166746
Odisha,Koraput,2014,36.422943,89839.15739931622
Odisha,Koraput,2015,41.906979,96411.89983617104
Odisha,Koraput,2016,35.506123,111702.73149681312
Odisha,Koraput,2017,28.872726,120401.40064851416
Odisha,Koraput,2018,32.383335,128834.66214837071
Odisha,Ganjam,2014,200.40993,89839.15739931622
Odisha,Ganjam,2015,139.06667,96411.89983617104
Odisha,Bargarh,2008,105.93063,69946.03585979673
Odisha,Bargarh,2004,73.896156,51020.0
Odisha,Bargarh,2002,115.4231,39377.0
Odisha,Bargarh,2000,97.222221,37386.0
Odisha,Anugul,2008,126.97586,69946.03585979673
Odisha,Koraput,2008,32.415554,69946.03585979673
Odisha,Anugul,2004,85.078949,51020.0
Odisha,Khordha,2009,63.944443,70508.8640475385
Odisha,Khordha,2012,100.11,82364.33357477185
Odisha,Khordha,2018,55.655174,128834.66214837071
Odisha,Khordha,2017,50.033897,120401.40064851416
Odisha,Khordha,2016,55.344261,111702.73149681312
Odisha,Khordha,2015,72.027779,96411.89983617104
Odisha,Khordha,2014,42.4095,89839.15739931622
Odisha,Koraput,2004,36.544827,51020.0
Odisha,Bhadrak,2018,208.82353,128834.66214837071
Odisha,Koraput,2000,29.270269,37386.0
Odisha,Kandhamal,2008,35.177307,69946.03585979673
Odisha,Kandhamal,2018,35.714287,128834.66214837071
Odisha,Boudh,2009,86.959999,70508.8640475385
Odisha,Boudh,2012,80.762497,82364.33357477185
Odisha,Nuapada,2018,140.375,128834.66214837071
Odisha,Nuapada,2017,74.07692,120401.40064851416
Odisha,Nuapada,2016,81.895653,111702.73149681312
Odisha,Nuapada,2015,85.639999,96411.89983617104
Odisha,Nuapada,2014,68.812355,89839.15739931622
Odisha,Nuapada,2013,97.944443,88769.53029166746
Odisha,Nuapada,2012,76.916664,82364.33357477185
Odisha,Nuapada,2009,73.333336,70508.8640475385
Odisha,Nuapada,2004,51.541664,51020.0
Odisha,Nuapada,2002,104.223,39377.0
Odisha,Nuapada,2000,217.75,37386.0
Odisha,Kandhamal,2004,20.863636,51020.0
Odisha,Ganjam,2013,167.54546,88769.53029166746
Odisha,Kandhamal,2002,22.840143,39377.0
Odisha,Kandhamal,2000,25.52174,37386.0
Odisha,Kalahandi,2015,110.19231,96411.89983617104
Odisha,Kalahandi,2016,84.278259,111702.73149681312
Odisha,Kalahandi,2017,115.53846,120401.40064851416
Odisha,Kalahandi,2018,115.97369,128834.66214837071
Odisha,Kalahandi,2014,138.60033,89839.15739931622
Odisha,Kalahandi,2013,144.23077,88769.53029166746
Odisha,Kalahandi,2012,155.07045,82364.33357477185
Odisha,Koraput,2002,33.713135,39377.0
Odisha,Kalahandi,2009,136.0,70508.8640475385
Odisha,Kalahandi,2004,91.791306,51020.0
Odisha,Kalahandi,2002,101.05415,39377.0
Odisha,Kalahandi,2000,115.4138,37386.0
Odisha,Boudh,2000,106.92308,37386.0
Odisha,Boudh,2002,103.34724,39377.0
Odisha,Boudh,2004,86.217392,51020.0
Odisha,Boudh,2008,123.54125,69946.03585979673
Odisha,Kalahandi,2008,95.937187,69946.03585979673
Odisha,Nuapada,2008,67.719002,69946.03585979673
Odisha,Boudh,2017,112.17949,120401.40064851416
Odisha,Jharsuguda,2018,50.53846,128834.66214837071
Odisha,Nayagarh,2018,104.71053,128834.66214837071
Odisha,Nayagarh,2017,88.694443,120401.40064851416
Odisha,Nayagarh,2016,55.534885,111702.73149681312
Odisha,Nayagarh,2015,73.523811,96411.89983617104
Odisha,Nayagarh,2014,61.761364,89839.15739931622
Odisha,Nayagarh,2013,61.75,88769.53029166746
Odisha,Nayagarh,2012,167.07187,82364.33357477185
Odisha,Nayagarh,2009,70.599998,70508.8640475385
Odisha,Nayagarh,2008,71.374336,69946.03585979673
Odisha,Nayagarh,2004,54.92857,51020.0
Odisha,Nayagarh,2002,62.847927,39377.0
Odisha,Gajapati,2017,136.83871,120401.40064851416
Odisha,Nayagarh,2000,81.846153,37386.0
Odisha,Subarnapur,2012,74.155556,82364.33357477185
Odisha,Subarnapur,2009,46.888889,70508.8640475385
Odisha,Subarnapur,2008,69.641174,69946.03585979673
Odisha,Subarnapur,2004,105.35,51020.0
Odisha,Subarnapur,2002,65.779778,39377.0
Odisha,Subarnapur,2000,88.75,37386.0
Odisha,Ganjam,2000,175.34375,37386.0
Odisha,Ganjam,2002,174.37717,39377.0
Odisha,Ganjam,2004,76.675003,51020.0
Odisha,Ganjam,2008,159.29855,69946.03585979673
Odisha,Ganjam,2009,193.39131,70508.8640475385
Odisha,Gajapati,2018,84.441559,128834.66214837071
Odisha,Bargarh,2012,91.224243,82364.33357477185
Odisha,Gajapati,2016,118.81065,111702.73149681312
Odisha,Subarnapur,2014,126.88329,89839.15739931622
Odisha,Sambalpur,2015,77.876923,96411.89983617104
Odisha,Sambalpur,2016,74.975327,111702.73149681312
Odisha,Sambalpur,2017,98.896103,120401.40064851416
Odisha,Sambalpur,2018,75.239433,128834.66214837071
Odisha,Sundargarh,2016,3.49863,111702.73149681312
Odisha,Sundargarh,2015,57.805557,96411.89983617104
Odisha,Sundargarh,2014,54.641026,89839.15739931622
Odisha,Sundargarh,2013,61.828571,88769.53029166746
Odisha,Sundargarh,2012,55.317307,82364.33357477185
Odisha,Sundargarh,2009,45.636364,70508.8640475385
Odisha,Sundargarh,2008,14.18,69946.03585979673
Odisha,Subarnapur,2013,137.42308,88769.53029166746
Odisha,Sundargarh,2004,50.05946,51020.0
Odisha,Sundargarh,2000,54.599998,37386.0
Odisha,Gajapati,2004,48.966667,51020.0
Odisha,Gajapati,2009,82.166664,70508.8640475385
Odisha,Gajapati,2012,167.56,82364.33357477185
Odisha,Gajapati,2013,158.41176,88769.53029166746
Odisha,Gajapati,2014,103.42152,89839.15739931622
Odisha,Gajapati,2015,91.463707,96411.89983617104
Odisha,Subarnapur,2018,142.4325,128834.66214837071
Odisha,Subarnapur,2017,167.25533,120401.40064851416
Odisha,Subarnapur,2016,3.5777779,111702.73149681312
Odisha,Subarnapur,2015,154.48276,96411.89983617104
Odisha,Sundargarh,2002,48.688198,39377.0
Odisha,Kendrapara,2002,1010.7807,39377.0
Odisha,Kendrapara,2004,66.25,51020.0
Odisha,Kendrapara,2008,375.25714,69946.03585979673
Odisha,Sambalpur,2000,64.222221,37386.0
Odisha,Sundargarh,2017,52.576271,120401.40064851416
Odisha,Sundargarh,2018,60.29953,128834.66214837071
Odisha,Gajapati,2002,78.952286,39377.0
Odisha,Boudh,2018,88.348839,128834.66214837071
Odisha,Boudh,2016,107.30232,111702.73149681312
Odisha,Khordha,2000,83.631577,37386.0
Odisha,Boudh,2015,205.04167,96411.89983617104
Odisha,Boudh,2014,93.406281,89839.15739931622
Odisha,Khordha,2002,58.763824,39377.0
Odisha,Khordha,2004,49.244446,51020.0
Odisha,Sambalpur,2002,63.234093,39377.0
Odisha,Boudh,2013,141.93939,88769.53029166746
Odisha,Jharsuguda,2002,38.995399,39377.0
Odisha,Khordha,2008,91.581665,69946.03585979673
Odisha,Jharsuguda,2004,54.042858,51020.0
Odisha,Jharsuguda,2008,14.18,69946.03585979673
Odisha,Jharsuguda,2009,74.125,70508.8640475385
Odisha,Jharsuguda,2012,70.9375,82364.33357477185
Odisha,Jharsuguda,2013,51.0,88769.53029166746
Odisha,Jharsuguda,2014,33.194092,89839.15739931622
Odisha,Jharsuguda,2015,54.400002,96411.89983617104
Odisha,Jharsuguda,2016,58.446667,111702.73149681312
Odisha,Jharsuguda,2017,110.61539,120401.40064851416
Odisha,Jharsuguda,2000,80.75,37386.0
Odisha,Sambalpur,2004,63.251999,51020.0
Odisha,Sambalpur,2008,29.950001,69946.03585979673
Odisha,Anugul,2002,183.12628,39377.0
Odisha,Kendrapara,2009,131.71428,70508.8640475385
Odisha,Kendrapara,2012,462.68332,82364.33357477185
Odisha,Kendrapara,2013,176.875,88769.53029166746
Odisha,Kendrapara,2014,92.729736,89839.15739931622
Odisha,Kendrapara,2015,219.86667,96411.89983617104
Odisha,Kendrapara,2016,146.33333,111702.73149681312
Odisha,Kendrapara,2017,146.88235,120401.40064851416
Odisha,Kendrapara,2018,173.07143,128834.66214837071
Odisha,Kendujhar,2000,38.981262,37386.0
Odisha,Kendujhar,2002,43.030922,39377.0
Odisha,Kendujhar,2004,60.858334,51020.0
Odisha,Kendujhar,2008,51.37561,69946.03585979673
Odisha,Kendujhar,2009,38.55814,70508.8640475385
Odisha,Kendujhar,2012,55.164444,82364.33357477185
Odisha,Kendujhar,2013,47.294117,88769.53029166746
Odisha,Kendujhar,2014,38.484917,89839.15739931622
Odisha,Kendujhar,2015,65.086205,96411.89983617104
Odisha,Kendujhar,2016,2.3507247,111702.73149681312
Odisha,Kendujhar,2017,76.234375,120401.40064851416
Odisha,Kendujhar,2018,59.483334,128834.66214837071
Odisha,Sambalpur,2014,65.086205,89839.15739931622
Odisha,Sambalpur,2013,99.159088,88769.53029166746
Odisha,Sambalpur,2012,77.514282,82364.33357477185
Odisha,Sambalpur,2009,72.666664,70508.8640475385
Odisha,Anugul,2000,136.90323,37386.0
Odisha,Gajapati,2000,73.0,37386.0
Odisha,Ganjam,2012,164.17352,82364.33357477185
Odisha,Rayagada,2014,57.137222,89839.15739931622
Odisha,Jajapur,2016,65.020836,111702.73149681312
Odisha,Balangir,2014,337.29337,89839.15739931622
Odisha,Balangir,2013,74.909088,88769.53029166746
Odisha,Mayurbhanj,2004,50.869999,51020.0
Odisha,Mayurbhanj,2008,61.223331,69946.03585979673
Odisha,Mayurbhanj,2009,56.57143,70508.8640475385
Odisha,Mayurbhanj,2012,48.071877,82364.33357477185
Odisha,Mayurbhanj,2013,48.765957,88769.53029166746
Odisha,Mayurbhanj,2014,48.597824,89839.15739931622
Odisha,Mayurbhanj,2015,49.057144,96411.89983617104
Odisha,Mayurbhanj,2016,55.736065,111702.73149681312
Odisha,Balangir,2012,104.41167,82364.33357477185
Odisha,Malkangiri,2013,101.92308,88769.53029166746
Odisha,Malkangiri,2012,96.293747,82364.33357477185
Odisha,Malkangiri,2009,66.5,70508.8640475385
Odisha,Malkangiri,2008,56.895,69946.03585979673
Odisha,Malkangiri,2004,70.60833,51020.0
Odisha,Malkangiri,2002,80.152496,39377.0
Odisha,Malkangiri,2000,87.333336,37386.0
Odisha,Mayurbhanj,2017,65.862503,120401.40064851416
