state,district,year,chloride
Bihar,Katihar,2007,45.375
Bihar,Katihar,2008,56.875
Bihar,Katihar,2009,59.81818
Bihar,Katihar,2011,74.296425
Bihar,Katihar,2012,113.43667
Bihar,Katihar,2013,65.99231
Bihar,Katihar,2016,78.455254
Bihar,Katihar,2017,25.0
Madhya Pradesh,Katni,2000,70.866669
Madhya Pradesh,Katni,2001,75.5625
Madhya Pradesh,Katni,2002,80.4375
Madhya Pradesh,Katni,2004,61.799999
Madhya Pradesh,Katni,2005,64.090912
Madhya Pradesh,Katni,2006,74.846153
Madhya Pradesh,Katni,2007,56.923077
Madhya Pradesh,Katni,2008,74.0
Madhya Pradesh,Katni,2009,82.9375
Madhya Pradesh,Katni,2010,55.153847
Madhya Pradesh,Katni,2011,42.881248
Madhya Pradesh,Katni,2012,86.876999
Madhya Pradesh,Katni,2013,81.666664
Madhya Pradesh,Katni,2014,114.8125
Madhya Pradesh,Katni,2015,79.400002
Madhya Pradesh,Katni,2016,70.1875
Madhya Pradesh,Katni,2017,70.166664
Madhya Pradesh,Katni,2018,63.0
Uttar Pradesh,Kaushambi,2000,93.800003
Uttar Pradesh,Kaushambi,2016,93.0
Uttar Pradesh,Kaushambi,2018,64.0
Odisha,Kendrapara,2002,1010.7807
Odisha,Kendrapara,2004,66.25
Odisha,Kendrapara,2008,375.25714
Odisha,Kendrapara,2009,131.71428
Odisha,Kendrapara,2012,462.68332
Odisha,Kendrapara,2013,176.875
Odisha,Kendrapara,2014,92.729736
Odisha,Kendrapara,2015,219.86667
Odisha,Kendrapara,2016,146.33333
Odisha,Kendrapara,2017,146.88235
Odisha,Kendrapara,2018,173.07143
Odisha,Kendujhar,2000,38.981262
Odisha,Kendujhar,2002,43.030922
Odisha,Kendujhar,2004,60.858334
Odisha,Kendujhar,2008,51.37561
Odisha,Kendujhar,2009,38.55814
Odisha,Kendujhar,2012,55.164444
Odisha,Kendujhar,2013,47.294117
Odisha,Kendujhar,2014,38.484917
Odisha,Kendujhar,2015,65.086205
Odisha,Kendujhar,2016,2.3507247
Odisha,Kendujhar,2017,76.234375
Odisha,Kendujhar,2018,59.483334
Bihar,Khagaria,2000,138.5
Bihar,Khagaria,2005,30.666666
Bihar,Khagaria,2007,72.557144
Bihar,Khagaria,2008,44.200001
Bihar,Khagaria,2009,80.666664
Bihar,Khagaria,2010,87.0
Bihar,Khagaria,2011,46.42857
Bihar,Khagaria,2012,30.16
Bihar,Khagaria,2013,87.509094
Bihar,Khagaria,2016,76.328201
Telangana,Khammam,2004,384.27274
Telangana,Khammam,2005,235.54546
Telangana,Khammam,2006,499.0
Telangana,Khammam,2007,490.875
Telangana,Khammam,2008,363.88889
Telangana,Khammam,2009,390.875
Telangana,Khammam,2010,313.33334
Telangana,Khammam,2011,302.44446
Telangana,Khammam,2012,249.875
Telangana,Khammam,2013,412.0
Telangana,Khammam,2014,255.05882
Telangana,Khammam,2015,311.5
Telangana,Khammam,2016,250.2
Telangana,Khammam,2017,257.70587
Telangana,Khammam,2018,301.75
Madhya Pradesh,Khargone,2000,121.0
Madhya Pradesh,Khargone,2001,25.0
Madhya Pradesh,Khargone,2002,118.5
Madhya Pradesh,Khargone,2004,14.0
Madhya Pradesh,Khargone,2005,21.0
Madhya Pradesh,Khargone,2007,25.0
Madhya Pradesh,Khargone,2008,174.0
Madhya Pradesh,Khargone,2009,85.0
Madhya Pradesh,Khargone,2010,167.0
Madhya Pradesh,Khargone,2011,71.0
Madhya Pradesh,Khargone,2012,216.0
Madhya Pradesh,Khargone,2013,92.0
Madhya Pradesh,Khargone,2014,85.0
Madhya Pradesh,Khargone,2015,57.0
Madhya Pradesh,Khargone,2016,71.0
Madhya Pradesh,Khargone,2017,50.0
Madhya Pradesh,Khargone,2018,25.0
Gujarat,Kheda,2000,370.375
Gujarat,Kheda,2001,505.875
Gujarat,Kheda,2002,528.875
Gujarat,Kheda,2004,387.125
Gujarat,Kheda,2005,162.14285
Gujarat,Kheda,2006,184.44444
Gujarat,Kheda,2007,237.28572
Gujarat,Kheda,2008,153.77777
Gujarat,Kheda,2009,331.29999
Gujarat,Kheda,2010,399.20001
Gujarat,Kheda,2011,372.20001
Gujarat,Kheda,2012,459.57144
Gujarat,Kheda,2013,442.27274
Gujarat,Kheda,2014,425.45456
Gujarat,Kheda,2015,443.85715
Gujarat,Kheda,2016,551.83331
Gujarat,Kheda,2017,570.21429
Gujarat,Kheda,2018,707.59998
Uttar Pradesh,Kheri,2000,34.0
Uttar Pradesh,Kheri,2001,38.0
Uttar Pradesh,Kheri,2004,27.1625
Uttar Pradesh,Kheri,2016,15.8
Uttar Pradesh,Kheri,2018,23.049
Odisha,Khordha,2000,83.631577
Odisha,Khordha,2002,58.763824
Odisha,Khordha,2004,49.244446
Odisha,Khordha,2008,91.581665
Odisha,Khordha,2009,63.944443
Odisha,Khordha,2012,100.11
Odisha,Khordha,2013,64.96154
Odisha,Khordha,2014,42.4095
Odisha,Khordha,2015,72.027779
Odisha,Khordha,2016,55.344261
Odisha,Khordha,2017,50.033897
Odisha,Khordha,2018,55.655174
Jharkhand,Khunti,2004,140.0
Jharkhand,Khunti,2005,29.366667
Jharkhand,Khunti,2006,97.5
Jharkhand,Khunti,2007,61.25
Jharkhand,Khunti,2008,60.0
Jharkhand,Khunti,2009,128.0
Jharkhand,Khunti,2010,83.866669
Jharkhand,Khunti,2011,73.557503
Jharkhand,Khunti,2012,70.333336
Jharkhand,Khunti,2013,58.799999
Bihar,Kishanganj,2004,48.833332
Bihar,Kishanganj,2005,23.700001
Bihar,Kishanganj,2007,45.599998
Bihar,Kishanganj,2008,60.333332
Bihar,Kishanganj,2009,35.5
Bihar,Kishanganj,2011,64.610001
Bihar,Kishanganj,2012,62.380001
Bihar,Kishanganj,2013,75.599998
Bihar,Kishanganj,2016,59.268856
Bihar,Kishanganj,2017,18.0
Bihar,Kishanganj,2018,31.995001
Karnataka,Kodagu,2001,24.066666
Karnataka,Kodagu,2002,17.368
Karnataka,Kodagu,2004,34.299999
Karnataka,Kodagu,2006,34.0
Karnataka,Kodagu,2007,47.363636
Karnataka,Kodagu,2009,50.739132
Karnataka,Kodagu,2010,48.0
Karnataka,Kodagu,2012,52.347828
Karnataka,Kodagu,2013,37.738235
Karnataka,Kodagu,2014,38.163265
Karnataka,Kodagu,2016,31.267818
Karnataka,Kodagu,2017,39.01923
Karnataka,Kodagu,2018,41.774418
Jharkhand,Koderma,2004,50.0
Jharkhand,Koderma,2009,115.5
Jharkhand,Koderma,2010,216.0
Jharkhand,Koderma,2011,200.29001
Jharkhand,Koderma,2012,46.0
Jharkhand,Koderma,2013,79.0
Assam,Kokrajhar,2014,28.799999
Assam,Kokrajhar,2015,87.0
Assam,Kokrajhar,2016,27.783825
Karnataka,Kolar,2001,105.61429
Karnataka,Kolar,2002,343.0
Karnataka,Kolar,2004,158.0
Karnataka,Kolar,2006,156.30435
Karnataka,Kolar,2007,175.39999
Karnataka,Kolar,2009,106.33334
Karnataka,Kolar,2010,175.30769
Karnataka,Kolar,2012,248.88889
Karnataka,Kolar,2013,216.73914
Karnataka,Kolar,2014,238.0
Karnataka,Kolar,2016,203.60652
Karnataka,Kolar,2017,232.63637
Karnataka,Kolar,2018,188.33684
Maharashtra,Kolhapur,2000,57.25
Maharashtra,Kolhapur,2001,82.535713
Maharashtra,Kolhapur,2002,90.35714
Maharashtra,Kolhapur,2004,90.454544
Maharashtra,Kolhapur,2005,85.111542
Maharashtra,Kolhapur,2006,82.720001
Maharashtra,Kolhapur,2007,70.851852
Maharashtra,Kolhapur,2008,70.842102
Maharashtra,Kolhapur,2009,57.204166
Maharashtra,Kolhapur,2013,77.800003
Maharashtra,Kolhapur,2014,64.914284
Maharashtra,Kolhapur,2015,58.35294
Maharashtra,Kolhapur,2016,71.14286
Maharashtra,Kolhapur,2017,43.081615
Maharashtra,Kolhapur,2018,48.554684
West Bengal,Kolkata,2000,180.39999
West Bengal,Kolkata,2001,205.66667
West Bengal,Kolkata,2002,341.0
West Bengal,Kolkata,2004,156.0
West Bengal,Kolkata,2005,478.5
West Bengal,Kolkata,2010,293.33334
West Bengal,Kolkata,2011,266.5
West Bengal,Kolkata,2012,456.0
West Bengal,Kolkata,2013,85.0
West Bengal,Kolkata,2016,333.5
West Bengal,Kolkata,2017,302.15384
West Bengal,Kolkata,2018,253.92857
Kerala,Kollam,2000,81.883331
Kerala,Kollam,2001,123.5
Kerala,Kollam,2002,80.333336
Kerala,Kollam,2004,37.05909
Kerala,Kollam,2005,35.650002
Kerala,Kollam,2006,36.197498
Kerala,Kollam,2007,28.717648
Kerala,Kollam,2008,28.873529
Kerala,Kollam,2009,26.660526
Kerala,Kollam,2010,23.758139
Kerala,Kollam,2011,34.883335
Kerala,Kollam,2012,29.342106
Kerala,Kollam,2013,28.588888
Kerala,Kollam,2014,33.905262
Kerala,Kollam,2015,30.448
Kerala,Kollam,2016,26.689285
Kerala,Kollam,2017,30.007692
Kerala,Kollam,2018,30.191904
Karnataka,Koppal,2000,731.0
Karnataka,Koppal,2001,294.79999
Karnataka,Koppal,2004,227.33333
Karnataka,Koppal,2006,425.21054
Karnataka,Koppal,2010,375.72726
Karnataka,Koppal,2012,152.875
Karnataka,Koppal,2013,219.34375
Karnataka,Koppal,2014,465.68967
Karnataka,Koppal,2016,300.616
Karnataka,Koppal,2017,336.64706
Karnataka,Koppal,2018,301.51334
Odisha,Koraput,2000,29.270269
Odisha,Koraput,2002,33.713135
Odisha,Koraput,2004,36.544827
Odisha,Koraput,2008,32.415554
Odisha,Koraput,2009,38.384617
Odisha,Koraput,2012,46.381481
Odisha,Koraput,2013,54.977272
Odisha,Koraput,2014,36.422943
Odisha,Koraput,2015,41.906979
Odisha,Koraput,2016,35.506123
Odisha,Koraput,2017,28.872726
Odisha,Koraput,2018,32.383335
Chhattisgarh,Korba,2001,37.364285
Chhattisgarh,Korba,2002,60.81818
Chhattisgarh,Korba,2004,34.0
Chhattisgarh,Korba,2005,31.357143
Chhattisgarh,Korba,2006,32.466667
Chhattisgarh,Korba,2007,29.833334
Chhattisgarh,Korba,2008,36.583332
Chhattisgarh,Korba,2009,33.599998
Chhattisgarh,Korba,2012,30.055555
Chhattisgarh,Korba,2013,36.628571
Chhattisgarh,Korba,2014,39.946342
Chhattisgarh,Korba,2015,43.666103
Chhattisgarh,Korba,2016,36.024563
Chhattisgarh,Korba,2017,58.753078
Chhattisgarh,Korba,2018,28.519178
Chhattisgarh,Korea,2001,37.900002
Chhattisgarh,Korea,2002,25.5
Chhattisgarh,Korea,2004,28.6875
Chhattisgarh,Korea,2005,24.799999
Chhattisgarh,Korea,2006,23.5625
Chhattisgarh,Korea,2007,24.0625
Chhattisgarh,Korea,2008,23.421053
Chhattisgarh,Korea,2009,29.6
Chhattisgarh,Korea,2012,29.352942
Chhattisgarh,Korea,2013,37.25
Chhattisgarh,Korea,2014,55.527271
Chhattisgarh,Korea,2015,24.86875
Chhattisgarh,Korea,2016,34.400002
Chhattisgarh,Korea,2017,38.945587
Chhattisgarh,Korea,2018,46.969048
Rajasthan,Kota,2000,341.08334
Rajasthan,Kota,2001,86.333336
Rajasthan,Kota,2002,118.90909
Rajasthan,Kota,2004,97.333336
Rajasthan,Kota,2005,88.699997
Rajasthan,Kota,2006,150.33333
Rajasthan,Kota,2007,226.55556
Rajasthan,Kota,2008,136.16667
Rajasthan,Kota,2009,75.8125
Rajasthan,Kota,2010,190.5
Rajasthan,Kota,2011,221.0
Rajasthan,Kota,2012,160.0
Rajasthan,Kota,2013,147.7
Rajasthan,Kota,2014,179.46153
Rajasthan,Kota,2015,98.928574
Rajasthan,Kota,2016,131.13333
Rajasthan,Kota,2017,196.5
Rajasthan,Kota,2018,91.888885
Kerala,Kottayam,2000,34.153332
Kerala,Kottayam,2001,29.9
Kerala,Kottayam,2002,50.207142
Kerala,Kottayam,2004,42.81739
Kerala,Kottayam,2005,43.895123
Kerala,Kottayam,2006,20.331112
Kerala,Kottayam,2007,19.18718
Kerala,Kottayam,2008,14.796552
Kerala,Kottayam,2009,45.441666
Kerala,Kottayam,2010,28.002222
Kerala,Kottayam,2011,19.031818
Kerala,Kottayam,2012,19.85
Kerala,Kottayam,2013,13.617778
Kerala,Kottayam,2014,23.957693
Kerala,Kottayam,2015,24.246153
Kerala,Kottayam,2016,24.038462
Kerala,Kottayam,2017,31.874193
Kerala,Kottayam,2018,22.351999
Kerala,Kozhikode,2000,26.325001
Kerala,Kozhikode,2001,33.153847
Kerala,Kozhikode,2002,44.714287
Kerala,Kozhikode,2004,24.803703
Kerala,Kozhikode,2005,22.049999
Kerala,Kozhikode,2006,19.53871
Kerala,Kozhikode,2007,20.634375
Kerala,Kozhikode,2008,21.569231
Kerala,Kozhikode,2009,19.88125
Kerala,Kozhikode,2010,20.56842
Kerala,Kozhikode,2011,27.405405
Kerala,Kozhikode,2012,21.513636
Kerala,Kozhikode,2013,16.33721
Kerala,Kozhikode,2014,27.176191
Kerala,Kozhikode,2015,32.369564
Kerala,Kozhikode,2016,41.604347
Kerala,Kozhikode,2017,32.022221
Kerala,Kozhikode,2018,52.592594
Andhra Pradesh,Krishna,2004,778.5
Andhra Pradesh,Krishna,2005,692.90002
Andhra Pradesh,Krishna,2006,410.67999
Andhra Pradesh,Krishna,2007,595.21741
Andhra Pradesh,Krishna,2008,426.63635
Andhra Pradesh,Krishna,2009,496.72726
Andhra Pradesh,Krishna,2010,422.51999
Andhra Pradesh,Krishna,2011,433.45834
Andhra Pradesh,Krishna,2012,378.41666
Andhra Pradesh,Krishna,2013,463.04544
Andhra Pradesh,Krishna,2014,414.95081
Andhra Pradesh,Krishna,2015,452.85715
Andhra Pradesh,Krishna,2016,458.30768
Andhra Pradesh,Krishna,2017,428.39999
Andhra Pradesh,Krishna,2018,467.01694
Tamilnadu,Krishnagiri,2000,272.5
Tamilnadu,Krishnagiri,2001,260.86154
Tamilnadu,Krishnagiri,2002,139.85715
Tamilnadu,Krishnagiri,2004,286.57144
Tamilnadu,Krishnagiri,2005,282.22223
Tamilnadu,Krishnagiri,2006,322.0
Tamilnadu,Krishnagiri,2007,220.42857
Tamilnadu,Krishnagiri,2009,329.20001
Tamilnadu,Krishnagiri,2010,350.79999
Tamilnadu,Krishnagiri,2011,268.0
Tamilnadu,Krishnagiri,2012,310.0
Tamilnadu,Krishnagiri,2015,221.0
Tamilnadu,Krishnagiri,2016,286.68909
Tamilnadu,Krishnagiri,2017,344.10001
Tamilnadu,Krishnagiri,2018,236.43608
Jammu And Kashmir,Kulgam,2012,36.0
Himachal Pradesh,Kullu,2001,14.0
Himachal Pradesh,Kullu,2002,23.0
Himachal Pradesh,Kullu,2003,23.666666
Himachal Pradesh,Kullu,2005,20.333334
Himachal Pradesh,Kullu,2006,16.666666
Himachal Pradesh,Kullu,2007,20.333334
Himachal Pradesh,Kullu,2008,23.049999
Himachal Pradesh,Kullu,2009,13.033333
Himachal Pradesh,Kullu,2010,14.033333
Himachal Pradesh,Kullu,2011,22.666666
Himachal Pradesh,Kullu,2012,40.333332
Himachal Pradesh,Kullu,2018,64.0
Telangana,Kumuram Bheem Asifabad,2004,95.666664
Telangana,Kumuram Bheem Asifabad,2005,60.0
Telangana,Kumuram Bheem Asifabad,2006,102.75
Telangana,Kumuram Bheem Asifabad,2007,275.5
Telangana,Kumuram Bheem Asifabad,2008,50.75
Telangana,Kumuram Bheem Asifabad,2009,90.0
Telangana,Kumuram Bheem Asifabad,2010,151.5
Telangana,Kumuram Bheem Asifabad,2011,102.66666
Telangana,Kumuram Bheem Asifabad,2012,63.75
Telangana,Kumuram Bheem Asifabad,2013,59.666668
Telangana,Kumuram Bheem Asifabad,2014,100.0
Telangana,Kumuram Bheem Asifabad,2015,179.0
Telangana,Kumuram Bheem Asifabad,2016,89.333336
Telangana,Kumuram Bheem Asifabad,2017,180.85715
Telangana,Kumuram Bheem Asifabad,2018,169.42857
Jammu And Kashmir,Kupwara,2012,47.714287
Jammu And Kashmir,Kupwara,2013,49.400002
Jammu And Kashmir,Kupwara,2014,70.571426
Jammu And Kashmir,Kupwara,2015,50.075001
Jammu And Kashmir,Kupwara,2016,47.222221
Andhra Pradesh,Kurnool,2004,260.58823
Andhra Pradesh,Kurnool,2005,285.26666
Andhra Pradesh,Kurnool,2006,346.33334
Andhra Pradesh,Kurnool,2007,476.20691
Andhra Pradesh,Kurnool,2008,472.19232
Andhra Pradesh,Kurnool,2009,392.26315
Andhra Pradesh,Kurnool,2010,263.83334
Andhra Pradesh,Kurnool,2011,329.60001
Andhra Pradesh,Kurnool,2012,253.77272
Andhra Pradesh,Kurnool,2013,337.47827
Andhra Pradesh,Kurnool,2014,368.0
Andhra Pradesh,Kurnool,2015,386.71875
Andhra Pradesh,Kurnool,2016,440.75757
Andhra Pradesh,Kurnool,2017,289.03333
Andhra Pradesh,Kurnool,2018,397.63159
Haryana,Kurukshetra,2000,55.014286
Haryana,Kurukshetra,2001,65.333336
Haryana,Kurukshetra,2002,68.692307
Haryana,Kurukshetra,2005,44.0
Haryana,Kurukshetra,2007,61.0
Haryana,Kurukshetra,2008,130.33333
Haryana,Kurukshetra,2009,43.0
Haryana,Kurukshetra,2010,24.455555
Haryana,Kurukshetra,2011,37.599998
Haryana,Kurukshetra,2012,21.228571
Haryana,Kurukshetra,2013,32.756248
Haryana,Kurukshetra,2014,63.087502
Haryana,Kurukshetra,2015,31.0
Haryana,Kurukshetra,2016,23.585186
Haryana,Kurukshetra,2017,23.15
Haryana,Kurukshetra,2018,41.714287
Uttar Pradesh,Kushi Nagar,2000,54.299999
Uttar Pradesh,Kushi Nagar,2001,42.799999
Uttar Pradesh,Kushi Nagar,2002,22.0
Uttar Pradesh,Kushi Nagar,2004,82.5
Uttar Pradesh,Kushi Nagar,2018,53.174999
Assam,Lakhimpur,2014,34.530769
Assam,Lakhimpur,2015,27.4
Assam,Lakhimpur,2016,40.585697
Assam,Lakhimpur,2017,40.178333
Assam,Lakhimpur,2018,33.516365
Bihar,Lakhisarai,2000,156.0
Bihar,Lakhisarai,2005,42.5
Bihar,Lakhisarai,2009,65.033333
Bihar,Lakhisarai,2010,83.199997
Bihar,Lakhisarai,2011,83.199997
Bihar,Lakhisarai,2012,101.25
Bihar,Lakhisarai,2013,40.0
Bihar,Lakhisarai,2016,109.49778
Uttar Pradesh,Lalitpur,2000,28.0
Uttar Pradesh,Lalitpur,2001,35.400002
Uttar Pradesh,Lalitpur,2002,60.333332
Uttar Pradesh,Lalitpur,2004,40.5
Uttar Pradesh,Lalitpur,2016,48.400002
Uttar Pradesh,Lalitpur,2018,115.46571
Jharkhand,Latehar,2001,107.0
Jharkhand,Latehar,2004,134.66667
Jharkhand,Latehar,2006,110.0
Jharkhand,Latehar,2007,118.9
Jharkhand,Latehar,2008,128.14285
Jharkhand,Latehar,2009,74.666664
Jharkhand,Latehar,2010,96.400002
Jharkhand,Latehar,2011,115.66666
Jharkhand,Latehar,2012,155.83333
Maharashtra,Latur,2000,159.25
Maharashtra,Latur,2001,101.5
Maharashtra,Latur,2002,109.94118
Maharashtra,Latur,2004,148.375
Maharashtra,Latur,2005,143.0
Maharashtra,Latur,2006,141.33333
Maharashtra,Latur,2007,102.64286
Maharashtra,Latur,2008,141.1125
Maharashtra,Latur,2009,108.0
Maharashtra,Latur,2013,190.0625
Maharashtra,Latur,2014,119.15334
Maharashtra,Latur,2015,159.5
Maharashtra,Latur,2016,182.72728
Maharashtra,Latur,2017,120.65051
Maharashtra,Latur,2018,103.53369
Jharkhand,Lohardaga,2001,41.0
Jharkhand,Lohardaga,2004,138.0
Jharkhand,Lohardaga,2006,104.0
Jharkhand,Lohardaga,2007,114.73334
Jharkhand,Lohardaga,2008,27.0
Jharkhand,Lohardaga,2009,78.0
Jharkhand,Lohardaga,2010,58.775002
Jharkhand,Lohardaga,2011,59.525002
Jharkhand,Lohardaga,2012,84.0
Jharkhand,Lohardaga,2013,119.25
Arunachal Pradesh,Lohit,2015,27.99
Arunachal Pradesh,Lohit,2016,11.042675
Arunachal Pradesh,Lohit,2018,17.725
Arunachal Pradesh,Lower Subansiri,2016,29.9907
Uttar Pradesh,Lucknow,2000,19.0
Uttar Pradesh,Lucknow,2001,13.166667
Uttar Pradesh,Lucknow,2002,61.587502
Uttar Pradesh,Lucknow,2003,31.0
Uttar Pradesh,Lucknow,2004,22.677778
Uttar Pradesh,Lucknow,2016,25.871429
Uttar Pradesh,Lucknow,2018,28.950832
Punjab,Ludhiana,2000,65.666664
Punjab,Ludhiana,2001,89.428574
Punjab,Ludhiana,2004,62.0
Punjab,Ludhiana,2005,41.0
Punjab,Ludhiana,2006,47.0
Punjab,Ludhiana,2007,41.222221
Punjab,Ludhiana,2008,76.300003
Punjab,Ludhiana,2009,22.6
Punjab,Ludhiana,2010,34.299999
Punjab,Ludhiana,2011,17.975
Punjab,Ludhiana,2012,111.16666
Punjab,Ludhiana,2013,61.0
Punjab,Ludhiana,2014,80.358826
Punjab,Ludhiana,2015,115.8
Punjab,Ludhiana,2016,66.847618
Punjab,Ludhiana,2017,76.444443
Punjab,Ludhiana,2018,46.57143
Bihar,Madhepura,2005,16.0
Bihar,Madhepura,2007,50.833332
Bihar,Madhepura,2008,44.333332
Bihar,Madhepura,2009,78.0
Bihar,Madhepura,2011,40.599998
Bihar,Madhepura,2012,71.0
Bihar,Madhepura,2013,64.98333
Bihar,Madhepura,2016,55.216286
Bihar,Madhubani,2001,39.025002
Bihar,Madhubani,2004,163.5
Bihar,Madhubani,2005,28.0
Bihar,Madhubani,2006,169.33333
Bihar,Madhubani,2007,98.0
Bihar,Madhubani,2008,88.330002
Bihar,Madhubani,2009,179.0
Bihar,Madhubani,2010,108.0
Bihar,Madhubani,2011,107.056
Bihar,Madhubani,2012,82.03714
Bihar,Madhubani,2013,64.190002
Bihar,Madhubani,2016,17.719999
Tamilnadu,Madurai,2000,397.75
Tamilnadu,Madurai,2001,491.84616
Tamilnadu,Madurai,2002,368.5
Tamilnadu,Madurai,2004,220.60001
Tamilnadu,Madurai,2005,400.0
Tamilnadu,Madurai,2006,276.5
Tamilnadu,Madurai,2007,334.25
Tamilnadu,Madurai,2009,475.0
Tamilnadu,Madurai,2010,280.0
Tamilnadu,Madurai,2011,247.2
Tamilnadu,Madurai,2012,167.2
Tamilnadu,Madurai,2013,162.0
Tamilnadu,Madurai,2014,319.71429
Tamilnadu,Madurai,2015,386.42856
Tamilnadu,Madurai,2016,287.51932
Tamilnadu,Madurai,2017,314.64273
Tamilnadu,Madurai,2018,244.26738
Telangana,Mahabubabad,2004,329.66666
Telangana,Mahabubabad,2005,406.33334
Telangana,Mahabubabad,2006,216.66667
Telangana,Mahabubabad,2007,148.33333
Telangana,Mahabubabad,2008,119.33334
Telangana,Mahabubabad,2009,159.66667
Telangana,Mahabubabad,2010,217.33333
Telangana,Mahabubabad,2011,164.0
Telangana,Mahabubabad,2012,193.66667
Telangana,Mahabubabad,2013,334.60001
Telangana,Mahabubabad,2014,243.2
Telangana,Mahabubabad,2015,244.5
Telangana,Mahabubabad,2016,223.83333
Telangana,Mahabubabad,2017,238.0
Telangana,Mahabubabad,2018,285.66666
Telangana,Mahabubnagar,2004,179.0
Telangana,Mahabubnagar,2005,92.0
Telangana,Mahabubnagar,2006,207.66667
Telangana,Mahabubnagar,2007,371.0
Telangana,Mahabubnagar,2008,388.66666
Telangana,Mahabubnagar,2010,518.0
Telangana,Mahabubnagar,2011,319.0
Telangana,Mahabubnagar,2012,321.33334
Telangana,Mahabubnagar,2013,338.0
Telangana,Mahabubnagar,2014,553.0
Telangana,Mahabubnagar,2015,397.0
Telangana,Mahabubnagar,2016,458.25
Telangana,Mahabubnagar,2017,673.5
Telangana,Mahabubnagar,2018,549.5
Uttar Pradesh,Maharajganj,2000,93.0
Uttar Pradesh,Maharajganj,2001,33.200001
Uttar Pradesh,Maharajganj,2002,41.285713
Uttar Pradesh,Maharajganj,2004,31.0
Uttar Pradesh,Maharajganj,2016,53.0
Uttar Pradesh,Maharajganj,2018,29.541668
Chhattisgarh,Mahasamund,2001,46.536842
Chhattisgarh,Mahasamund,2002,46.176472
Chhattisgarh,Mahasamund,2004,49.736843
Chhattisgarh,Mahasamund,2005,47.058823
Chhattisgarh,Mahasamund,2006,45.117645
Chhattisgarh,Mahasamund,2007,53.210526
Chhattisgarh,Mahasamund,2008,56.25
Chhattisgarh,Mahasamund,2009,38.200001
Chhattisgarh,Mahasamund,2012,93.470589
Chhattisgarh,Mahasamund,2013,79.823532
Chhattisgarh,Mahasamund,2014,73.952942
Chhattisgarh,Mahasamund,2015,41.177273
Chhattisgarh,Mahasamund,2016,70.212967
Chhattisgarh,Mahasamund,2017,54.402
Chhattisgarh,Mahasamund,2018,57.099998
Haryana,Mahendragarh,2000,1230.1111
Haryana,Mahendragarh,2001,157.0
Haryana,Mahendragarh,2002,451.88889
Haryana,Mahendragarh,2004,138.14285
Haryana,Mahendragarh,2005,171.0
Haryana,Mahendragarh,2006,664.66669
Haryana,Mahendragarh,2007,417.60001
Haryana,Mahendragarh,2008,494.25
Haryana,Mahendragarh,2009,376.0
Haryana,Mahendragarh,2010,264.33334
Haryana,Mahendragarh,2011,340.79999
Haryana,Mahendragarh,2012,606.25
Haryana,Mahendragarh,2013,797.33331
Haryana,Mahendragarh,2014,435.0
Haryana,Mahendragarh,2015,298.71249
Haryana,Mahendragarh,2016,423.66666
Haryana,Mahendragarh,2017,447.0
Haryana,Mahendragarh,2018,524.625
Gujarat,Mahesana,2000,286.29999
Gujarat,Mahesana,2001,475.75
Gujarat,Mahesana,2002,297.84616
Gujarat,Mahesana,2005,367.20001
Gujarat,Mahesana,2006,391.23077
Gujarat,Mahesana,2007,367.23077
Gujarat,Mahesana,2008,304.0
Gujarat,Mahesana,2009,329.0
Gujarat,Mahesana,2010,378.53845
Gujarat,Mahesana,2011,538.07141
Gujarat,Mahesana,2012,529.5
Gujarat,Mahesana,2013,609.27271
Gujarat,Mahesana,2014,498.85715
Gujarat,Mahesana,2015,374.93332
Gujarat,Mahesana,2016,445.41177
Gujarat,Mahesana,2017,295.76923
Gujarat,Mahesana,2018,291.57144
Uttar Pradesh,Mahoba,2000,403.60001
Uttar Pradesh,Mahoba,2002,163.33333
Uttar Pradesh,Mahoba,2004,115.42857
Uttar Pradesh,Mahoba,2016,79.805
Uttar Pradesh,Mahoba,2018,125.25667
Uttar Pradesh,Mainpuri,2000,42.5
Uttar Pradesh,Mainpuri,2002,24.75
Uttar Pradesh,Mainpuri,2016,35.5
Uttar Pradesh,Mainpuri,2018,49.643997
Kerala,Malappuram,2000,54.772728
Kerala,Malappuram,2001,57.391304
Kerala,Malappuram,2002,60.819046
Kerala,Malappuram,2004,44.889656
Kerala,Malappuram,2005,43.72963
Kerala,Malappuram,2006,38.532692
Kerala,Malappuram,2007,33.765453
Kerala,Malappuram,2008,34.457893
Kerala,Malappuram,2009,50.856667
Kerala,Malappuram,2010,43.072132
Kerala,Malappuram,2011,29.722807
Kerala,Malappuram,2012,41.674999
Kerala,Malappuram,2013,41.285938
Kerala,Malappuram,2014,62.93
Kerala,Malappuram,2015,52.083332
Kerala,Malappuram,2016,69.042427
Kerala,Malappuram,2017,63.232433
Kerala,Malappuram,2018,47.460526
West Bengal,Maldah,2000,74.777779
West Bengal,Maldah,2001,78.777779
West Bengal,Maldah,2002,52.142857
West Bengal,Maldah,2004,46.483871
West Bengal,Maldah,2005,77.199997
West Bengal,Maldah,2006,64.037041
West Bengal,Maldah,2007,76.068962
West Bengal,Maldah,2009,68.85714
West Bengal,Maldah,2010,71.5
West Bengal,Maldah,2012,237.83333
West Bengal,Maldah,2013,158.2
West Bengal,Maldah,2016,98.033333
West Bengal,Maldah,2017,95.393936
